# energy,pi_pi_pi0,mu_mu,pi_pi
4.995517029555923e+00,7.696517541626145e-04,1.678454782757441e-06,1.079715547761327e-06
5.088578467566691e+00,8.801397006728160e-04,1.719839777598642e-06,1.090601594167548e-06
5.183373546198318e+00,9.004486901219335e-04,1.761543674825294e-06,1.101698466165265e-06
5.279934561425018e+00,1.029299999747332e-03,1.803508012245664e-06,1.113002787774084e-06
5.378294410862393e+00,1.050752841188616e-03,1.845668104992658e-06,1.124510412406640e-06
5.478486604975407e+00,1.196992929983698e-03,1.887952463387119e-06,1.136216357058039e-06
5.580545278495145e+00,1.219628984517132e-03,1.911488071016262e-06,1.148114727173312e-06
5.684505202048268e+00,1.381522745877230e-03,1.911472333388931e-06,1.159965691114243e-06
5.790401794003101e+00,1.405378735848352e-03,1.911456006230483e-06,1.171519639311124e-06
5.898271132536405e+00,1.429857407236427e-03,1.911439067501551e-06,1.182768927333024e-06
6.008149967924949e+00,1.605900527126818e-03,1.911421494341378e-06,1.193706007772138e-06
6.120075735066042e+00,1.631645640163135e-03,1.911403263037346e-06,1.204323226429059e-06
6.234086566231336e+00,1.818742954182912e-03,1.911384348993393e-06,1.214612851608354e-06
6.350221304058198e+00,1.845757748725413e-03,1.911364726697254e-06,1.224567133441718e-06
6.468519514783105e+00,2.041369721649134e-03,1.911344369686512e-06,1.234178286510205e-06
6.589021501721570e+00,2.069610138634183e-03,1.911323250513389e-06,1.243438482031361e-06
6.711768318999177e+00,2.098434364288959e-03,1.911301340708246e-06,1.252339932599206e-06
6.836801785538416e+00,2.300675556411896e-03,1.911278610741749e-06,1.260874816926860e-06
6.964164499306073e+00,2.330581069748604e-03,1.911255029985633e-06,1.269035367933531e-06
7.093899851826046e+00,2.535818825695301e-03,1.911230566672038e-06,1.276813881981590e-06
7.226052042962504e+00,2.566669988106846e-03,1.911205187851345e-06,1.284202693005264e-06
7.360666095978456e+00,2.597941265359691e-03,1.911178859348470e-06,1.291194253018009e-06
7.497787872874841e+00,2.803922696223897e-03,1.911151545717554e-06,1.297781127041075e-06
7.637464090015364e+00,2.835886230368493e-03,1.911123210194997e-06,1.303956038073439e-06
7.779742334042411e+00,2.868117569054307e-03,1.911093814650764e-06,1.309711868967838e-06
7.924671078089470e+00,3.072351967302189e-03,1.911063319537922e-06,1.315041728407317e-06
8.072299698295556e+00,3.104978411207276e-03,1.911031683840320e-06,1.319938964872895e-06
8.222678490627297e+00,3.137712209267058e-03,1.910998865018359e-06,1.324397193941723e-06
8.375858688014397e+00,3.334528930516845e-03,1.910964818952787e-06,1.328410404696791e-06
8.531892477804297e+00,3.367315643537267e-03,1.910929499886437e-06,1.331972890500070e-06
8.690833019542037e+00,3.400062443913584e-03,1.910892860363835e-06,1.335079398828528e-06
8.852734463081294e+00,3.582832072844158e-03,1.910854851168615e-06,1.337725148527407e-06
9.017651967032844e+00,3.615271880667348e-03,1.910815421258648e-06,1.339905844778222e-06
9.185641717556678e+00,3.647479354706907e-03,1.910774517698803e-06,1.341617823394683e-06
9.356760947504235e+00,3.679370194053201e-03,1.910732085591274e-06,1.342858038191841e-06
9.531067955917164e+00,3.837293427140224e-03,1.910688068003361e-06,1.343624169558950e-06
9.708622127889400e+00,3.868408819270644e-03,1.910642405892627e-06,1.343914682434215e-06
9.889483954799209e+00,3.899039974990492e-03,1.910595038029343e-06,1.343891916921252e-06
1.007371505491816e+01,3.929152581367443e-03,1.910545900916113e-06,1.343861014784774e-06
1.026137819440399e+01,4.052893794637058e-03,1.910494928704581e-06,1.343828993745993e-06
1.045253730868459e+01,4.081725328926730e-03,1.910442053109124e-06,1.343795767907294e-06
1.064725752424031e+01,4.109861102816062e-03,1.910387203317420e-06,1.343761296787430e-06
1.084560518079206e+01,4.137198891853595e-03,1.910330305897770e-06,1.343725536243453e-06
1.104764785390276e+01,4.225528080087359e-03,1.910271284703077e-06,1.343688494216466e-06
1.125345437799986e+01,4.251221094590600e-03,1.910210060771352e-06,1.343649992756949e-06
1.146309486982666e+01,4.276003767759625e-03,1.910146552222632e-06,1.343610156019925e-06
1.167664075233059e+01,4.299861860170315e-03,1.910080674152170e-06,1.343568732951454e-06
1.189416477899648e+01,4.322808846575031e-03,1.910012338519782e-06,1.343525803308835e-06
1.211574105863311e+01,4.380814090533216e-03,1.909941454035208e-06,1.343481290714521e-06
1.234144508062154e+01,4.401806643531273e-03,1.909867926039349e-06,1.343434856896608e-06
1.257135374063379e+01,4.421833122293940e-03,1.909791656381230e-06,1.343387252669070e-06
1.280554536683057e+01,4.440898404686546e-03,1.909712543290551e-06,1.343337594173684e-06
1.304409974654716e+01,4.458965244007965e-03,1.909630481245654e-06,1.343286005533913e-06
1.328709815347632e+01,4.476050507229930e-03,1.909545360836773e-06,1.343232677176154e-06
1.353462337535764e+01,4.511374810033057e-03,1.909457068624371e-06,1.343177284057137e-06
1.378675974218269e+01,4.526572004732452e-03,1.909365486992422e-06,1.343119831357580e-06
1.404359315492567e+01,4.540808454890162e-03,1.909270493996442e-06,1.343060251470124e-06
1.430521111480914e+01,4.554133048105982e-03,1.909171963206093e-06,1.342998457532911e-06
1.457170275311511e+01,4.566551061787962e-03,1.909069763542186e-06,1.342934373359981e-06
1.484315886155138e+01,4.578128288160076e-03,1.908963759107868e-06,1.342867913196092e-06
1.511967192318357e+01,4.598162972208480e-03,1.908853809013803e-06,1.342798993200880e-06
1.540133614394343e+01,4.608053030037059e-03,1.908739767197149e-06,1.342727506463714e-06
1.568824748472411e+01,4.617151292310335e-03,1.908621482234098e-06,1.342653389678953e-06
1.598050369407328e+01,4.625478896616441e-03,1.908498797145783e-06,1.342576532801940e-06
1.627820434149536e+01,4.633103318794021e-03,1.908371549197301e-06,1.342496815614149e-06
1.658145085137411e+01,4.640001911646059e-03,1.908239569689646e-06,1.342414172072407e-06
1.689034653752712e+01,4.646235199236931e-03,1.908102683744269e-06,1.342328430391155e-06
1.720499663840411e+01,4.651839948168795e-03,1.907960710080070e-06,1.342239548668163e-06
1.752550835294082e+01,4.660800036111247e-03,1.907813460782514e-06,1.342147371642904e-06
1.785199087708094e+01,4.665227290835941e-03,1.907660741064642e-06,1.342051795972486e-06
1.818455544097834e+01,4.669113862076259e-03,1.907502349019680e-06,1.341952697836432e-06
1.852331534689230e+01,4.672459418346576e-03,1.907338075364980e-06,1.341849917467642e-06
1.886838600778883e+01,4.675345157883392e-03,1.907167703176998e-06,1.341743361235624e-06
1.921988498666093e+01,4.677781796658065e-03,1.906991007617003e-06,1.341632826358952e-06
1.957793203658145e+01,4.679770656501979e-03,1.906807755647218e-06,1.341518294810859e-06
1.994264914150208e+01,4.681387780610812e-03,1.906617705737072e-06,1.341399474984209e-06
2.031416055781235e+01,4.682650614795194e-03,1.906420607559236e-06,1.341276293324640e-06
2.069259285667285e+01,4.683549731215823e-03,1.906216201675101e-06,1.341148585357339e-06
2.107807496713710e+01,4.684132977131416e-03,1.906004219209359e-06,1.341016535989569e-06
2.147073822007669e+01,4.684445492906633e-03,1.905784381513328e-06,1.340878862163436e-06
2.187071639292474e+01,4.685047818860795e-03,1.905556399816651e-06,1.340736510220828e-06
2.227814575525286e+01,4.684814679562979e-03,1.905319974866986e-06,1.340588925824998e-06
2.269316511519719e+01,4.684371080058266e-03,1.905074796557314e-06,1.340435880744704e-06
2.311591586674929e+01,4.683727740089120e-03,1.904820543540444e-06,1.340277270708502e-06
2.354654203792795e+01,4.682881834165579e-03,1.904556882830324e-06,1.340112794508480e-06
2.398519033984864e+01,4.681835468495043e-03,1.904283469389717e-06,1.339942308331885e-06
2.443201021670665e+01,4.680633632801095e-03,1.903999945703817e-06,1.339765546718348e-06
2.488715389669179e+01,4.679280353179833e-03,1.903705941339366e-06,1.339582299566915e-06
2.535077644385130e+01,4.677773291951008e-03,1.903401072488786e-06,1.339392333484028e-06
2.582303581091906e+01,4.676109878419042e-03,1.903084941498893e-06,1.339195401004606e-06
2.630409289312888e+01,4.674314644524731e-03,1.902757136383676e-06,1.338991261427358e-06
2.679411158303034e+01,4.672398050872820e-03,1.902417230320663e-06,1.338779650362583e-06
2.729325882632568e+01,4.670357632792003e-03,1.902064781130366e-06,1.338560235064227e-06
2.780170467874703e+01,4.668189701794503e-03,1.901699330738263e-06,1.338332905487147e-06
2.831962236399309e+01,4.665893066209614e-03,1.901320404618817e-06,1.338096924823557e-06
2.884718833274516e+01,4.663482398757475e-03,1.900927511220943e-06,1.337852911463077e-06
2.938458232278253e+01,4.660961947209970e-03,1.900520141374398e-06,1.337599689647558e-06
2.993198742021786e+01,4.658320384909719e-03,1.900097767676494e-06,1.337337252371349e-06
3.048959012187321e+01,4.655561789945929e-03,1.899659843858555e-06,1.337065191081703e-06
3.105758039881811e+01,4.652680605153072e-03,1.899205804131519e-06,1.336783243254280e-06
3.163615176109129e+01,4.649677972471938e-03,1.898735062510066e-06,1.336491027014782e-06
3.222550132362812e+01,4.646557879607294e-03,1.898247012114633e-06,1.336188173846859e-06
3.282582987341615e+01,4.643317181657656e-03,1.897741024450701e-06,1.335874303664796e-06
3.343734193790179e+01,4.639951908356883e-03,1.897216448664662e-06,1.335549027195483e-06
3.406024585467124e+01,4.636458229271004e-03,1.896672610775628e-06,1.335211932454406e-06
3.469475384242957e+01,4.632832051736058e-03,1.896108812882479e-06,1.334862603317323e-06
3.534108207330203e+01,4.629069684651150e-03,1.895524332345466e-06,1.334500601620398e-06
3.599945074648227e+01,4.625172271081087e-03,1.894918420941652e-06,1.334125479810982e-06
3.667008416325260e+01,4.621134557747901e-03,1.894290303993484e-06,1.333736770446981e-06
3.735321080340171e+01,4.616954176766653e-03,1.893639179469744e-06,1.333333998979218e-06
3.804906340306604e+01,4.612625929584017e-03,1.892964217058149e-06,1.332916651332823e-06
3.875787903402125e+01,4.608145086598514e-03,1.892264557208845e-06,1.332484229055683e-06
3.947989918445081e+01,4.603506595376086e-03,1.891539310148014e-06,1.332036187180916e-06
4.021536984121919e+01,4.598705432303513e-03,1.890787554860832e-06,1.331571990153129e-06
4.096454157367776e+01,4.593173083890275e-03,1.890008338042988e-06,1.331091058346926e-06
4.172766961903191e+01,4.588032449941347e-03,1.889200673019963e-06,1.330592815560228e-06
4.250501396929840e+01,4.582716975152295e-03,1.888363538633274e-06,1.330076629874443e-06
4.329683945988276e+01,4.577220249525523e-03,1.887495878092870e-06,1.329541888917955e-06
4.410341585980672e+01,4.571536504382659e-03,1.886596597794863e-06,1.328987957985692e-06
4.492501796361645e+01,4.565659943159783e-03,1.885664566103780e-06,1.328414139443261e-06
4.576192568500308e+01,4.559584514583679e-03,1.884698612098505e-06,1.327819763623886e-06
4.661442415216712e+01,4.553304093943762e-03,1.883697524281090e-06,1.327204006885524e-06
4.748280380495957e+01,4.546812293678428e-03,1.882660049247612e-06,1.326566430552773e-06
4.836736049383257e+01,4.540102573020160e-03,1.881584890320247e-06,1.325905935450122e-06
4.926839558063347e+01,4.533168354879432e-03,1.880470706139740e-06,1.325221901960567e-06
5.018621604127650e+01,4.526002756992191e-03,1.879316109217467e-06,1.324513427283812e-06
5.112113457032721e+01,4.514614574483405e-03,1.878119664446262e-06,1.323779761298683e-06
5.207346968753519e+01,4.506964815575111e-03,1.876879887569232e-06,1.323019955263315e-06
5.304354584635132e+01,4.499063676484066e-03,1.875595243605762e-06,1.322233495300593e-06
5.403169354446664e+01,4.490899997463326e-03,1.874264145233946e-06,1.321418470848519e-06
5.503824943641045e+01,4.482472904579354e-03,1.872884951128698e-06,1.320574913957321e-06
5.606355644824603e+01,4.473768694666871e-03,1.871455964254806e-06,1.319701393234341e-06
5.710796389440289e+01,4.464781275902062e-03,1.869975430114247e-06,1.318797128071848e-06
5.817182759668569e+01,4.455502920288115e-03,1.868441534947060e-06,1.317860864707239e-06
5.925551000549999e+01,4.436596610397261e-03,1.866852403885183e-06,1.316891585014702e-06
6.035938032333637e+01,4.426710692836638e-03,1.865206099058619e-06,1.315888173465795e-06
6.148381463055519e+01,4.416508123194195e-03,1.863500617653398e-06,1.314849444232329e-06
6.262919601351398e+01,4.405980073996965e-03,1.861733889920835e-06,1.313774306007729e-06
6.379591469508236e+01,4.395117677372746e-03,1.859903777137622e-06,1.312661452483013e-06
6.498436816758796e+01,4.383911739633311e-03,1.858008069516379e-06,1.311509633133008e-06
6.619496132823915e+01,4.372352945525558e-03,1.856044484066351e-06,1.310317580112389e-06
6.742810661707038e+01,4.341239176872921e-03,1.854010662403999e-06,1.309083886589508e-06
6.868422415745754e+01,4.328945877190600e-03,1.851904168513339e-06,1.307806920695595e-06
6.996374189925075e+01,4.316274060383078e-03,1.849722486455964e-06,1.306486189599557e-06
7.126709576457372e+01,4.303213808987169e-03,1.847463018030780e-06,1.305119279956751e-06
7.259472979633918e+01,4.289755262181384e-03,1.845123080383618e-06,1.303705000038335e-06
7.394709630953091e+01,4.239861918613562e-03,1.842699903566978e-06,1.302241797479548e-06
7.532465604530412e+01,4.225575836377188e-03,1.840190628050324e-06,1.300728068479963e-06
7.672787832795655e+01,4.210862242115576e-03,1.837592302181465e-06,1.299162186480768e-06
7.815724122482362e+01,4.195709815126863e-03,1.834901879599741e-06,1.297542448283778e-06
7.961323170915254e+01,4.180108375523760e-03,1.832116216601890e-06,1.295867118299352e-06
8.109634582601041e+01,4.102248929866998e-03,1.829232069461647e-06,1.294134408714947e-06
8.260708886128296e+01,4.085728563286120e-03,1.826246091704366e-06,1.292342480868065e-06
8.414597551382184e+01,4.068734560673359e-03,1.823154831338125e-06,1.290489448645860e-06
8.571353007079854e+01,4.051256325532795e-03,1.819954728043058e-06,1.288573368692803e-06
8.731028658632518e+01,4.033284014190887e-03,1.816642110320878e-06,1.286592247102564e-06
8.893678906340270e+01,3.920553232886037e-03,1.813213192606849e-06,1.284544041623569e-06
9.059359163925866e+01,3.901564009262108e-03,1.809664072346762e-06,1.282426657725707e-06
9.228125877413761e+01,3.882061485813963e-03,1.805990727041791e-06,1.280237934791985e-06
9.400036544360852e+01,3.862039273641407e-03,1.802189011264443e-06,1.277975639806111e-06
9.575149733445456e+01,3.715114242816733e-03,1.798254653649208e-06,1.275637534506320e-06
9.753525104421234e+01,3.694018980631656e-03,1.794183253861895e-06,1.273221284450881e-06
9.935223428442812e+01,3.672373387019343e-03,1.789970279552090e-06,1.270724509615520e-06
1.012030660877006e+02,3.500022549409757e-03,1.785611063293621e-06,1.268144764010524e-06
1.030883770185809e+02,3.477289690095791e-03,1.781100799518432e-06,1.265479543651975e-06
1.050088093884006e+02,3.454003475762378e-03,1.776434541449784e-06,1.262726326659470e-06
1.069650174741035e+02,3.266144351310953e-03,1.771607198041284e-06,1.259882459158476e-06
1.089576677411513e+02,3.241732246944953e-03,1.766613530928873e-06,1.256945285487541e-06
1.109874390705853e+02,3.216775983015497e-03,1.761448151403529e-06,1.253912068259445e-06
1.130550229903139e+02,3.191280728744863e-03,1.756105517413189e-06,1.250780021973555e-06
1.151611239107135e+02,2.993462250412822e-03,1.750579930603123e-06,1.247546281424040e-06
1.173064593646133e+02,2.966870987927108e-03,1.744865533404820e-06,1.244207948010600e-06
1.194917602517557e+02,2.765405139828871e-03,1.738956306184304e-06,1.240762064929371e-06
1.217177710878060e+02,2.737789514983925e-03,1.732846064461736e-06,1.237205606909132e-06
1.239852502580060e+02,2.709672017168829e-03,1.726528456215140e-06,1.233535508303224e-06
1.262949702755474e+02,2.506213970085917e-03,1.719996959282173e-06,1.229748606682942e-06
1.286477180447638e+02,2.477129972301559e-03,1.713244878874959e-06,1.225841746173786e-06
1.310442951292209e+02,2.447623885494140e-03,1.706265345224263e-06,1.221811689217383e-06
1.334855180248053e+02,2.244836074941264e-03,1.699051311370529e-06,1.217655152930586e-06
1.359722184378963e+02,2.214494520563929e-03,1.691595551120740e-06,1.213368800418991e-06
1.385052435687245e+02,2.015843917473116e-03,1.683890657191471e-06,1.208949273686389e-06
1.410854564000042e+02,1.984847556965769e-03,1.675929039560144e-06,1.204393135698470e-06
1.437137359909473e+02,1.953534042245771e-03,1.667702924048124e-06,1.199696954037560e-06
1.463909777767501e+02,1.761255185016154e-03,1.659204351161115e-06,1.194857247723937e-06
1.491180938736636e+02,1.729490938895863e-03,1.650425175214200e-06,1.189870478982622e-06
1.518960133897424e+02,1.546599512998100e-03,1.641357063770946e-06,1.184733120408005e-06
1.547256827413870e+02,1.514511915235033e-03,1.631991497428100e-06,1.179441608204476e-06
1.576080659757787e+02,1.343709445787169e-03,1.622319769979790e-06,1.173992393284455e-06
1.605441450993254e+02,1.311495450145904e-03,1.612332988997534e-06,1.168381861036409e-06
1.635349204122226e+02,1.155090929444099e-03,1.602022076865038e-06,1.162606442622638e-06
1.665814108492475e+02,1.122960119762494e-03,1.591377772309540e-06,1.156662559370805e-06
1.696846543269046e+02,9.829471041041796e-04,1.580390632474397e-06,1.150546631077631e-06
1.728457080970335e+02,9.510898014505130e-04,1.569051035580851e-06,1.144255179293121e-06
1.760656491070094e+02,8.287190384208515e-04,1.557349184230189e-06,1.137784642703729e-06
1.793455743666483e+02,7.973314481748366e-04,1.545275109401191e-06,1.131131579888822e-06
1.826866013219527e+02,6.948554681589322e-04,1.532818675201472e-06,1.124292592239590e-06
1.860898682358142e+02,6.641822409234374e-04,1.519969584435489e-06,1.117264343611850e-06
1.895565345758146e+02,5.826123945103064e-04,1.506717385056199e-06,1.110043584336584e-06
1.930877814092440e+02,5.227386166629919e-04,1.493051477572030e-06,1.102627166581572e-06
1.966848118054854e+02,4.935468421417313e-04,1.478961123485617e-06,1.095012046131372e-06
2.003488512458878e+02,4.605109946493171e-04,1.464435454846046e-06,1.087195321027234e-06
2.040811480412820e+02,4.325859036204406e-04,1.449463485001752e-06,1.079174213381742e-06
2.078829737572675e+02,4.053917487933645e-04,1.434034120647168e-06,1.070946195509714e-06
2.117556236474285e+02,3.789174711941445e-04,1.418136175262399e-06,1.062508822652835e-06
2.157004170946139e+02,3.532527687412820e-04,1.401758384051825e-06,3.563615712796703e-07
2.197186980604447e+02,3.284360208233894e-04,1.384889420494561e-06,3.474992446283251e-07
2.238118355431880e+02,3.045193330604831e-04,1.367517914627198e-06,3.384218146893221e-07
2.279812240441678e+02,2.814871893034117e-04,1.349632473187117e-06,3.291279169080012e-07
2.322282840428583e+02,2.593858897574186e-04,1.331221701753181e-06,3.196165212410865e-07
2.365544624808335e+02,2.383335275528327e-04,1.312274229029462e-06,3.098869762570642e-07
2.409612332547260e+02,2.182407757195047e-04,1.292778733427239e-06,2.999389974848243e-07
2.454500977183764e+02,1.990798005827433e-04,1.272723972110514e-06,2.897727948868646e-07
2.500225851943294e+02,1.810945326361813e-04,1.252098812681083e-06,2.793890051080519e-07
2.546802534948664e+02,1.640796228599337e-04,1.230892267690462e-06,2.687888557878387e-07
2.594246894527366e+02,1.479902901098651e-04,1.209093532178126e-06,2.579740952278101e-07
2.642575094617829e+02,1.330987719799514e-04,1.186692024448237e-06,2.469471494907292e-07
2.691803600276317e+02,1.191489856035327e-04,1.163677430310704e-06,2.357111104368046e-07
2.741949183286482e+02,1.060859031788226e-04,1.140039751026728e-06,2.242698020225016e-07
2.793028927873352e+02,9.413796828510262e-05,1.115769355214387e-06,2.126279097179727e-07
2.845060236523838e+02,8.285321451742699e-05,1.090857034985950e-06,2.007909732073060e-07
2.898060835915585e+02,7.281133330313676e-05,1.065294066605888e-06,1.888561854099511e-07
2.952048782956371e+02,6.354084333206441e-05,1.039072275976728e-06,1.771807293044906e-07
3.007042470935904e+02,5.492851470100083e-05,1.012184109279375e-06,1.658067071623399e-07
3.063060635792333e+02,4.734417108161123e-05,9.846227091149072e-07,1.547416706556260e-07
3.120122362495392e+02,4.023232552119978e-05,9.563819965168085e-07,1.439932411413711e-07
3.178247091548553e+02,3.418640816772712e-05,9.274567592255016e-07,1.335690939303916e-07
3.237454625612214e+02,2.844318122813719e-05,8.978427466417411e-07,1.234769668484723e-07
3.297765136250366e+02,2.376979980606869e-05,8.675367719011694e-07,1.137246154104269e-07
3.359199170802841e+02,1.925968758118337e-05,8.365368215400980e-07,1.043198672429999e-07
3.421777659385693e+02,1.578613895833518e-05,8.048421732515202e-07,9.527040869433229e-08
3.485521922021875e+02,1.235970223553732e-05,7.724535222615375e-07,8.658412055351884e-08
3.550453675904869e+02,9.883989685785718e-06,7.393731168889420e-07,7.826878234952177e-08
3.616595042797513e+02,7.404339593914344e-06,7.056049038856895e-07,7.033206428731938e-08
3.683968556568776e+02,5.744148707780008e-06,6.711546841926136e-07,6.278164177272627e-08
3.752597170870828e+02,4.046448487211887e-06,6.360302797840082e-07,5.562508437960528e-08
3.822504266959227e+02,2.613100511664223e-06,6.002417123158977e-07,4.886984766529918e-08
3.893713661658683e+02,1.940888832233487e-06,5.638013943368907e-07,4.252325700896549e-08
3.966249615477333e+02,1.081771449540459e-06,5.267243338668379e-07,3.659246337411160e-08
4.040136840872051e+02,4.490952089235185e-07,4.890283531980965e-07,3.108442009268533e-08
4.115400510667856e+02,3.168207065435085e-07,4.507343228263368e-07,2.600585686968753e-08
4.192066266634073e+02,4.760060280901903e-08,4.118664114737710e-07,2.136319841757071e-08
4.270160228220279e+02,0.000000000000000e+00,3.724523532269648e-07,1.716265451363585e-08
4.349709001455051e+02,0.000000000000000e+00,3.325237328753359e-07,1.340995504501035e-08
4.430739688010383e+02,0.000000000000000e+00,2.921162906066954e-07,1.011049672009020e-08
4.513279894435083e+02,0.000000000000000e+00,2.512702472965710e-07,0.000000000000000e+00
4.597357741560054e+02,0.000000000000000e+00,2.100306517331004e-07,0.000000000000000e+00
4.683001874078919e+02,0.000000000000000e+00,1.684477512981469e-07,0.000000000000000e+00
4.770241470306984e+02,0.000000000000000e+00,1.265773881136941e-07,0.000000000000000e+00
4.859106252122142e+02,0.000000000000000e+00,8.448142498442903e-08,0.000000000000000e+00
4.949626495090820e+02,0.000000000000000e+00,4.222822794608808e-08,0.000000000000000e+00
5.041833038782722e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
