# energy,pi_pi_eta,rho0_a,pi0_pi0_eta,omega_a,a_a,pi_rho
2.050817839879409e+00,1.059011257378505e-02,5.038194712300423e-03,1.098612048237755e-03,4.569145470811889e-04,0.000000000000000e+00,1.488184091714384e-05
2.089022505412153e+00,1.038597625996754e-02,4.942153432330656e-03,1.077373936350017e-03,4.481933065877577e-04,0.000000000000000e+00,1.459725870263288e-05
2.127938885286409e+00,1.018559529228882e-02,4.847877590096339e-03,1.056528572390627e-03,4.395864554511081e-04,0.000000000000000e+00,1.431790632698243e-05
2.167580238021700e+00,9.988894027872558e-03,4.755334999232455e-03,1.036062324401562e-03,4.311409701511684e-04,0.000000000000000e+00,1.404368848869306e-05
2.207960069130384e+00,9.795820479191674e-03,4.664494061741846e-03,1.015969761714991e-03,4.228918892500435e-04,0.000000000000000e+00,1.377451163130043e-05
2.249092135718874e+00,9.606277619160922e-03,4.575323757172251e-03,9.962477813865874e-04,4.147510698134143e-04,0.000000000000000e+00,1.351028391137314e-05
2.290990451174584e+00,9.420235440419927e-03,4.487793631989280e-03,9.768926660074992e-04,4.067629564400864e-04,0.000000000000000e+00,1.325091516709120e-05
2.333669289940187e+00,9.237618256591761e-03,4.401873789141712e-03,9.578961073101954e-04,3.989606983957415e-04,0.000000000000000e+00,1.299631688739449e-05
2.377143192376810e+00,9.058358478686050e-03,4.317534877815668e-03,9.392469934659266e-04,3.912609047482009e-04,0.000000000000000e+00,1.274640218169074e-05
2.421426969717823e+00,8.882399846834503e-03,4.234748083374168e-03,9.209359652122480e-04,3.837056249547825e-04,0.000000000000000e+00,1.250108575011254e-05
2.466535709114920e+00,8.709680329062594e-03,4.153485117478766e-03,9.029646965072469e-04,3.763262204200424e-04,0.000000000000000e+00,1.226028385431347e-05
2.512484778778195e+00,8.540142822434846e-03,4.073718208389959e-03,8.853273114226332e-04,3.690437960477866e-04,0.000000000000000e+00,1.202391428879335e-05
2.559289833211980e+00,8.373734762254960e-03,3.995420091443136e-03,8.680146576476920e-04,3.618981346426370e-04,0.000000000000000e+00,1.179189635274288e-05
2.606966818548214e+00,8.210387791289780e-03,3.918563999696960e-03,8.510223506739931e-04,3.549189061731228e-04,0.000000000000000e+00,1.156415082239811e-05
2.655531977979173e+00,8.050048778378111e-03,3.843123654751078e-03,8.343391410748384e-04,3.480314698670272e-04,0.000000000000000e+00,1.134059992389545e-05
2.705001857291403e+00,7.892668329105833e-03,3.769073257730162e-03,8.179651713791786e-04,3.412734638323647e-04,0.000000000000000e+00,1.112116730661805e-05
2.755393310502746e+00,7.738196779205377e-03,3.696387480431336e-03,8.018980246562956e-04,3.346729569311808e-04,0.000000000000000e+00,1.090577801702440e-05
2.806723505604379e+00,7.586581717569931e-03,3.625041456632186e-03,7.861312463736570e-04,3.281593337838256e-04,0.000000000000000e+00,1.069435847295067e-05
2.859009930409818e+00,7.437767775366404e-03,3.555010773556439e-03,7.706605392367710e-04,3.217682032899369e-04,0.000000000000000e+00,1.048683643837780e-05
2.912270398512887e+00,7.291708650212020e-03,3.486271463494727e-03,7.554776638906455e-04,3.155261196374148e-04,0.000000000000000e+00,1.028314099865518e-05
2.966523055356676e+00,7.148360291613099e-03,3.418799995577693e-03,7.405833534997091e-04,3.093662763929367e-04,0.000000000000000e+00,1.008320253617245e-05
3.021786384415556e+00,7.007674886974829e-03,3.352573267698907e-03,7.259713833026711e-04,3.033223619974845e-04,0.000000000000000e+00,9.886952706471476e-06
3.078079213492363e+00,6.869611629333726e-03,3.287568598585065e-03,7.116422633316516e-04,2.974194968357485e-04,0.000000000000000e+00,9.694324414790490e-06
3.135420721132888e+00,6.734109065140307e-03,3.223763720011074e-03,6.975836214029289e-04,2.915944789746603e-04,0.000000000000000e+00,9.505251793032652e-06
3.193830443159864e+00,6.601118757643513e-03,3.161136769157663e-03,6.837869007449504e-04,2.858791799697210e-04,0.000000000000000e+00,9.319670177151574e-06
3.253328279328675e+00,6.470606290003234e-03,3.099666281109244e-03,6.702555986568288e-04,2.802973632094730e-04,0.000000000000000e+00,9.137516084946253e-06
3.313934500107053e+00,6.342525668264273e-03,3.039331181489854e-03,6.569808402519347e-04,2.747892373220823e-04,0.000000000000000e+00,8.958727194258380e-06
3.375669753581081e+00,6.216830966921932e-03,2.980110779235051e-03,6.439650595375126e-04,2.693849542593882e-04,0.000000000000000e+00,8.783242321564790e-06
3.438555072489830e+00,6.093480291172697e-03,2.921984759497797e-03,6.311951911675079e-04,2.641069934323246e-04,0.000000000000000e+00,8.611001400958471e-06
3.502611881391064e+00,5.972415773852892e-03,2.864933176686364e-03,6.186642038966295e-04,2.588987911311484e-04,0.000000000000000e+00,8.441945463511168e-06
3.567862003960424e+00,5.853613356261684e-03,2.808936447632445e-03,6.063729502073254e-04,2.537888719003644e-04,0.000000000000000e+00,8.276016617011351e-06
3.634327670426595e+00,5.737025272227043e-03,2.753975344887770e-03,5.943149594777461e-04,2.487984995383582e-04,0.000000000000000e+00,8.113158026071097e-06
3.702031525144970e+00,5.622611585060038e-03,2.700030990147590e-03,5.824919176690300e-04,2.438741645280466e-04,0.000000000000000e+00,7.953313892595899e-06
3.770996634312421e+00,5.510333888395297e-03,2.647084847799537e-03,5.708946600118587e-04,2.390428515690939e-04,0.000000000000000e+00,7.796429436611432e-06
3.841246493825777e+00,5.400149232325636e-03,2.595118718596464e-03,5.595129719416196e-04,2.343246742190268e-04,0.000000000000000e+00,7.642450877441662e-06
3.912805037286697e+00,5.292017328675727e-03,2.544114733452049e-03,5.483476717752289e-04,2.296690133251825e-04,0.000000000000000e+00,7.491325415232785e-06
3.985696644155675e+00,5.185905288695278e-03,2.494055347358023e-03,5.373953555630419e-04,2.251013960640023e-04,0.000000000000000e+00,7.343001212817792e-06
4.059946148057935e+00,5.081777336414265e-03,2.444923333422095e-03,5.266540804193251e-04,2.206408469491619e-04,0.000000000000000e+00,7.197427377916626e-06
4.135578845244063e+00,4.979592393490470e-03,2.396701777025793e-03,5.161179098453037e-04,2.162394822942996e-04,0.000000000000000e+00,7.054553945667218e-06
4.212620503208251e+00,4.879314945227357e-03,2.349374070101632e-03,5.057782944885784e-04,2.119214500895768e-04,0.000000000000000e+00,6.914331861482917e-06
4.291097369467089e+00,4.780910040021336e-03,2.302923905529225e-03,4.956352245199762e-04,2.077047439935448e-04,0.000000000000000e+00,6.776712964232097e-06
4.371036180501895e+00,4.684348612378787e-03,2.257335271650227e-03,4.856853441727153e-04,2.035440689455665e-04,0.000000000000000e+00,6.641649969736075e-06
4.452464170867641e+00,4.589596192972605e-03,2.212592446902212e-03,4.759281316716929e-04,1.994622673808742e-04,0.000000000000000e+00,6.509096454581843e-06
4.535409082471555e+00,4.496611651777981e-03,2.168679994569850e-03,4.663554172618784e-04,1.954763571357350e-04,0.000000000000000e+00,6.379006840246323e-06
4.619899174024585e+00,4.405369270417007e-03,2.125582757511674e-03,4.569623399103978e-04,1.915434933748884e-04,0.000000000000000e+00,6.251336377529553e-06
4.705963230668929e+00,4.315832228669817e-03,2.083285852708427e-03,4.477466955510827e-04,1.876852829167166e-04,0.000000000000000e+00,6.126041131294351e-06
4.793630573784919e+00,4.227973619617775e-03,2.041774666135283e-03,4.387066754040458e-04,1.839178194759800e-04,0.000000000000000e+00,6.003077965510740e-06
4.882931070980594e+00,4.141762732016385e-03,2.001034847908012e-03,4.298384350549698e-04,1.802005770854924e-04,0.000000000000000e+00,5.882404528598086e-06
4.973895146267373e+00,4.057157762316188e-03,1.961052307534763e-03,4.211366241913985e-04,1.765539930238739e-04,0.000000000000000e+00,5.763979238750500e-06
5.066553790425287e+00,3.974139630875358e-03,1.921813209235629e-03,4.125978989567811e-04,1.729932863289830e-04,0.000000000000000e+00,5.647761269018350e-06
5.160938571561304e+00,3.892675651475063e-03,1.883303967356538e-03,4.042180774270089e-04,1.694801260028552e-04,0.000000000000000e+00,5.533710533133938e-06
5.257081645864352e+00,3.812735126743517e-03,1.845511241980707e-03,3.959963545363998e-04,1.660338420980889e-04,0.000000000000000e+00,5.421787671857541e-06
5.355015768560682e+00,3.734307249154135e-03,1.808421934814366e-03,3.879312339980480e-04,1.626688252442312e-04,0.000000000000000e+00,5.311954039626177e-06
5.454774305073347e+00,3.657321822174478e-03,1.772023184707702e-03,3.800120192571227e-04,1.593488222320910e-04,0.000000000000000e+00,5.204171691384201e-06
5.556391242389530e+00,3.581786858096998e-03,1.736302363604770e-03,3.722410791577630e-04,1.560921151959450e-04,0.000000000000000e+00,5.098403369683658e-06
5.659901200639672e+00,3.507667039873253e-03,1.701247072922155e-03,3.646128873827578e-04,1.529123103748827e-04,0.000000000000000e+00,4.994612492328001e-06
5.765339444892284e+00,3.434938515771742e-03,1.666845139961031e-03,3.571282009427598e-04,1.497751212430395e-04,0.000000000000000e+00,4.892763139831167e-06
5.872741897168494e+00,3.363578609516727e-03,1.633084613212781e-03,3.497828144712517e-04,1.466978376664492e-04,0.000000000000000e+00,4.792820043665575e-06
5.982145148680414e+00,3.293539460818551e-03,1.599953761322519e-03,3.425694642635918e-04,1.436933231843964e-04,0.000000000000000e+00,4.694748574469164e-06
6.093586472297486e+00,3.224823757788768e-03,1.567441068338380e-03,3.354913630186577e-04,1.407291532521099e-04,0.000000000000000e+00,4.598514730458213e-06
6.207103835245076e+00,3.157401010302856e-03,1.535535235626243e-03,3.285443817191596e-04,1.378216783531107e-04,0.000000000000000e+00,4.504085127215638e-06
6.322735912039619e+00,3.091251758717245e-03,1.504225184796113e-03,3.217279125760201e-04,1.349830586447260e-04,0.000000000000000e+00,4.411426985928723e-06
6.440522097664741e+00,3.026357229767796e-03,1.473500052644956e-03,3.150439689284368e-04,1.321826321000930e-04,0.000000000000000e+00,4.320508125084302e-06
6.560502520992832e+00,2.962685598669188e-03,1.443349190885615e-03,3.084839866936435e-04,1.294358599125500e-04,0.000000000000000e+00,4.231296951290439e-06
6.682718058456655e+00,2.900227793198121e-03,1.413762158749528e-03,3.020524533123509e-04,1.267542364310043e-04,0.000000000000000e+00,4.143762458816208e-06
6.807210347975642e+00,2.838961027507449e-03,1.384728721004194e-03,2.957463545383290e-04,1.241087683166615e-04,0.000000000000000e+00,4.057874231310593e-06
6.934021803141616e+00,2.778857121680115e-03,1.356238845298249e-03,2.895610498585003e-04,1.215140747404708e-04,0.000000000000000e+00,3.973602431164458e-06
7.063195627668791e+00,2.719903422498560e-03,1.328282696165109e-03,2.834992581490538e-04,1.189810193189578e-04,0.000000000000000e+00,3.890917790200039e-06
7.194775830112953e+00,2.662069398028983e-03,1.300850634267866e-03,2.775533876249952e-04,1.164821886841790e-04,0.000000000000000e+00,3.809791598681301e-06
7.328807238864841e+00,2.605342251087643e-03,1.273933208772988e-03,2.717238624631660e-04,1.140314050120089e-04,0.000000000000000e+00,3.730195692658798e-06
7.465335517422850e+00,2.549702521127912e-03,1.247521161579575e-03,2.660082587359821e-04,1.116389349701752e-04,0.000000000000000e+00,3.652102448473198e-06
7.604407179950239e+00,2.495124447571994e-03,1.221605418212126e-03,2.604052034633718e-04,1.092788611349137e-04,0.000000000000000e+00,3.575484765254967e-06
7.746069607122164e+00,2.441597896616544e-03,1.196177079486252e-03,2.549160102441528e-04,1.069642510531157e-04,0.000000000000000e+00,3.500316062113883e-06
7.890371062267914e+00,2.389092438339037e-03,1.171227436656604e-03,2.495296497766490e-04,1.047048065380747e-04,0.000000000000000e+00,3.426570260739168e-06
8.037360707813868e+00,2.337598905379813e-03,1.146747942935448e-03,2.442519766670312e-04,1.024760268659647e-04,0.000000000000000e+00,3.354221782502816e-06
8.187088622032766e+00,2.287093049603975e-03,1.122730229968986e-03,2.390767490536384e-04,1.002902655520590e-04,0.000000000000000e+00,3.283245532854520e-06
8.339605816105008e+00,2.237562680132503e-03,1.099166102141473e-03,2.340061109678705e-04,9.815669012878916e-05,0.000000000000000e+00,3.213616891394866e-06
8.494964251497768e+00,2.188987673339130e-03,1.076047510827500e-03,2.290364300402043e-04,9.605214132295709e-05,0.000000000000000e+00,3.145311707577456e-06
8.653216857667884e+00,2.141349774568092e-03,1.053366596271759e-03,2.241658544316283e-04,9.398829701423547e-05,0.000000000000000e+00,3.078306274281439e-06
8.814417550094545e+00,2.094632797241166e-03,1.031115631314762e-03,2.193922302094321e-04,9.197382023505125e-05,0.000000000000000e+00,3.012577326192580e-06
8.978621248647858e+00,2.048819557325388e-03,1.009287059525251e-03,2.147132785664851e-04,8.998682172008546e-05,0.000000000000000e+00,2.948102006872547e-06
9.145883896299663e+00,2.003893102158751e-03,9.878734726150552e-04,2.101281508703719e-04,8.803833990149368e-05,0.000000000000000e+00,2.884857861250662e-06
9.316262478182875e+00,1.959840625001802e-03,9.668675997971013e-04,2.056369365901846e-04,8.615696531963722e-05,0.000000000000000e+00,2.822822843506645e-06
9.489815041005892e+00,1.916641957404948e-03,9.462623243084311e-04,2.012356621969793e-04,8.457444373457463e-05,0.000000000000000e+00,2.761975283775238e-06
9.666600712828680e+00,1.874285195605546e-03,9.260506500743728e-04,1.969234354678832e-04,8.323165612433279e-05,0.000000000000000e+00,2.702293902357064e-06
9.846679723207256e+00,1.832751635559502e-03,9.062257052477048e-04,1.926978215899853e-04,8.192667044546892e-05,0.000000000000000e+00,2.643757793954980e-06
1.003011342371345e+01,1.792028409956568e-03,8.867807506670865e-04,1.885585453579053e-04,8.065690263380892e-05,0.000000000000000e+00,2.586346412804516e-06
1.021696430883691e+01,1.752102429347765e-03,8.677091624058194e-04,1.845046098649346e-04,7.942015635918124e-05,0.000000000000000e+00,2.530039578899779e-06
1.040729603727656e+01,1.712956106293020e-03,8.490044349958099e-04,1.805335065014902e-04,7.821635346138234e-05,0.000000000000000e+00,2.474817467662666e-06
1.060117345362856e+01,1.674576286102649e-03,8.306601788286515e-04,1.766435402698306e-04,7.704593277627193e-05,0.000000000000000e+00,2.420660584952249e-06
1.079866261047844e+01,1.636948677769980e-03,8.126701127887426e-04,1.728324943166950e-04,7.590678026191770e-05,0.000000000000000e+00,2.631745418506440e-06
1.099983079090472e+01,1.600059685035114e-03,7.950280558608083e-04,1.691009461004624e-04,7.479904781582916e-05,0.000000000000000e+00,2.851823947865123e-06
1.120474653140170e+01,1.563898145777026e-03,7.777279242454696e-04,1.654476675804115e-04,7.373295041171004e-05,0.000000000000000e+00,3.072915352348553e-06
1.141347964522938e+01,1.528447333872313e-03,7.607637276404798e-04,1.618698214208829e-04,7.273992453281700e-05,0.000000000000000e+00,3.294995295959283e-06
1.162610124619829e+01,1.493695320159021e-03,7.441295692867950e-04,1.583666836080441e-04,7.187303482837977e-05,0.000000000000000e+00,3.517994847534586e-06
1.184268377289747e+01,1.459627956971014e-03,7.278196431752252e-04,1.549354313452284e-04,7.118812974522308e-05,0.000000000000000e+00,3.742058749726678e-06
1.206330101337370e+01,1.426236808185354e-03,7.118282288107742e-04,1.515779699241120e-04,7.072259321306338e-05,0.000000000000000e+00,3.967005762142210e-06
1.228802813027056e+01,1.393506453527305e-03,6.961497078294823e-04,1.482911768275955e-04,7.052171361649975e-05,0.000000000000000e+00,4.192871500777545e-06
1.251694168643582e+01,1.361425229835217e-03,6.807785259833546e-04,1.450740755645710e-04,7.062567757972887e-05,0.000000000000000e+00,4.419647855918282e-06
1.275011967100576e+01,1.329979838053842e-03,6.657092294892728e-04,1.419251036045624e-04,7.106065789055262e-05,0.000000000000000e+00,4.647308074027860e-06
1.298764152597552e+01,1.299161354779041e-03,6.509364464551585e-04,1.388431866565445e-04,7.182963557590239e-05,0.000000000000000e+00,4.875825568107219e-06
1.322958817326442e+01,1.268954888857303e-03,6.364548764777271e-04,1.358272572424719e-04,7.268921831053573e-05,0.000000000000000e+00,5.105216023555432e-06
1.347604204228540e+01,1.239352884954556e-03,6.222593136575814e-04,1.328768738803530e-04,7.371477941604027e-05,0.000000000000000e+00,5.335420248088540e-06
1.372708709802813e+01,1.210342004871722e-03,6.083446129916485e-04,1.299906424416949e-04,7.512830066576563e-05,0.000000000000000e+00,5.566493544750555e-06
1.398280886966527e+01,1.181911426734321e-03,5.947057250257740e-04,1.271663948824031e-04,7.690797691509296e-05,0.000000000000000e+00,5.746030830151297e-06
1.424329447969160e+01,1.154052590952199e-03,5.813376606509697e-04,1.244065246947737e-04,7.881604148658419e-05,0.000000000000000e+00,5.706515581099426e-06
1.450863267360598e+01,1.126760622093588e-03,5.682355158088179e-04,1.217165452045743e-04,8.098343831125701e-05,0.000000000000000e+00,5.667778961497159e-06
1.477891385014634e+01,1.100046951922110e-03,5.553944574488604e-04,1.191054972134921e-04,8.357940036446358e-05,0.000000000000000e+00,5.629806391632283e-06
1.505423009208780e+01,1.073919174000684e-03,5.428097277746240e-04,1.165831004227206e-04,8.644887264172460e-05,0.000000000000000e+00,5.592583515596504e-06
1.533467519761458e+01,1.048388603080573e-03,5.304766230513602e-04,1.141589883621323e-04,8.937359925408821e-05,0.000000000000000e+00,5.556096186991031e-06
1.562034471227640e+01,1.023480024087617e-03,5.183905401352995e-04,1.118816269976365e-04,9.264302119691717e-05,0.000000000000000e+00,5.520330488367057e-06
1.591133596154005e+01,9.993603933870874e-04,5.065469196610298e-04,1.098980982276817e-04,9.633487634110052e-05,0.000000000000000e+00,5.485272728272800e-06
1.620774808394752e+01,9.763678370972787e-04,4.949412843896910e-04,1.084007475394609e-04,1.004131299463259e-04,0.000000000000000e+00,5.450909500368646e-06
1.650968206489174e+01,9.548976643069105e-04,4.835692347596605e-04,1.076017361999364e-04,1.045884753969841e-04,0.000000000000000e+00,5.417227570691673e-06
1.681724077102150e+01,9.353758090263848e-04,4.724264361212464e-04,1.077212320569017e-04,1.089211771806881e-04,0.000000000000000e+00,5.384214026269530e-06
1.713052898528742e+01,9.182569640284276e-04,4.615086455021274e-04,1.089981148542266e-04,1.135997816239710e-04,0.000000000000000e+00,5.351856117017154e-06
1.744965344264066e+01,9.040001009809106e-04,4.508116818537174e-04,1.117092693494544e-04,1.185648613111290e-04,0.000000000000000e+00,5.320141346127994e-06
1.777472286639679e+01,8.932172825947011e-04,4.403314577443176e-04,1.161557527956017e-04,1.236194936041160e-04,0.000000000000000e+00,5.289057526473282e-06
1.810584800527692e+01,8.864893137271259e-04,4.300639399726770e-04,1.226327929549561e-04,1.285220182848616e-04,0.000000000000000e+00,5.258592580534413e-06
1.844314167113902e+01,8.843976155911180e-04,4.200051816423359e-04,1.314395475742568e-04,1.334835690447103e-04,0.000000000000000e+00,5.228734739932872e-06
1.878671877741206e+01,8.875290442625844e-04,4.101513125438034e-04,1.428697575676813e-04,1.383982137237422e-04,0.000000000000000e+00,5.199472550046472e-06
1.913669637824616e+01,8.964551450635957e-04,4.004985095624317e-04,1.572321303404953e-04,1.430487869629505e-04,0.000000000000000e+00,5.170794704030306e-06
1.949319370839205e+01,9.118065999776185e-04,3.910430423838363e-04,1.748391990640672e-04,1.476870843980018e-04,0.000000000000000e+00,5.142690146497934e-06
1.985633222382349e+01,9.341806554186604e-04,3.817812418091637e-04,1.959903375579278e-04,1.525012058698076e-04,0.000000000000000e+00,5.115148282503458e-06
2.022623564311637e+01,9.641565409834066e-04,3.727094865740517e-04,2.209799422456764e-04,1.571751045171943e-04,0.000000000000000e+00,5.088159138170679e-06
2.060302998959874e+01,1.002276053141642e-03,3.638242470058438e-04,2.841695716305653e-04,1.617284530537314e-04,0.000000000000000e+00,5.061713425641417e-06
2.098684363428598e+01,1.048948747192701e-03,3.551220455616481e-04,4.410305290382692e-04,1.661168172170054e-04,0.000000000000000e+00,5.035802146377844e-06
2.137780733961587e+01,1.104408671949175e-03,3.465994624746824e-04,4.786714106853413e-04,1.701415609243619e-04,0.000000000000000e+00,5.010416777676270e-06
2.177605430399839e+01,1.168727334594646e-03,3.382531463654858e-04,6.785532128099534e-04,1.739937231098539e-04,0.000000000000000e+00,4.985548482711643e-06
2.218172020719536e+01,1.241911678644835e-03,3.300798035731960e-04,9.095783438285526e-04,1.776218896305879e-04,0.000000000000000e+00,4.961189195722480e-06
2.259494325654559e+01,1.323969827965760e-03,3.220762069536327e-04,1.167848952007642e-03,1.810802887237957e-04,0.000000000000000e+00,4.937329935073085e-06
2.301586423405105e+01,1.414874056726145e-03,3.142391733747629e-04,1.222914024638229e-03,1.846971619826482e-04,0.000000000000000e+00,4.913963308064882e-06
2.344462654434024e+01,1.514642654702351e-03,3.065655883376846e-04,1.508379995248222e-03,1.881234902228688e-04,0.000000000000000e+00,4.891081027622272e-06
2.388137626352509e+01,1.623306439717513e-03,2.990523860124443e-04,1.816533327678511e-03,1.911847545871254e-04,0.000000000000000e+00,4.868675046486328e-06
2.432626218896802e+01,1.740889483767071e-03,2.916965676385968e-04,2.145430111789465e-03,1.940796965319580e-04,0.000000000000000e+00,4.846738001059399e-06
2.477943588997601e+01,1.867421977871152e-03,2.844951717617062e-04,2.218203345040251e-03,1.970637218858428e-04,0.000000000000000e+00,4.825262445658333e-06
2.524105175943924e+01,2.002830313788091e-03,2.774453006015010e-04,2.570443359376746e-03,1.998756494698814e-04,0.000000000000000e+00,4.804240198281955e-06
2.571126706643148e+01,2.147043712516281e-03,2.705441128035756e-04,2.942130468535742e-03,2.023203496828555e-04,0.000000000000000e+00,4.783664798069837e-06
2.619024200979059e+01,2.299812732118320e-03,2.637887995118874e-04,3.027931858727939e-03,2.044782899739814e-04,0.000000000000000e+00,4.763528829846511e-06
2.667813977269699e+01,2.460945396554093e-03,2.571766227476133e-04,3.421640840648051e-03,2.066242743415193e-04,0.000000000000000e+00,4.743825312815315e-06
2.717512657826897e+01,2.630163866418616e-03,2.507048892133699e-04,3.515630382608772e-03,2.087745109730271e-04,0.000000000000000e+00,4.724547324526688e-06
2.768137174619369e+01,2.807103627308524e-03,2.443709379988306e-04,3.930569025216848e-03,2.106332585895392e-04,0.000000000000000e+00,4.705688193626663e-06
2.819704775041310e+01,2.991332516337793e-03,2.381721803039527e-04,4.362302448703175e-03,2.123397158518027e-04,0.000000000000000e+00,4.687241206743773e-06
2.872233027788453e+01,3.182322723125014e-03,2.321060509530855e-04,4.467106924924768e-03,2.141295297060399e-04,0.000000000000000e+00,4.669199922945768e-06
2.925739828843594e+01,3.379574882737098e-03,2.261700445903041e-04,4.916969543960149e-03,2.157329357786683e-04,0.000000000000000e+00,4.651557907754066e-06
2.980243407573615e+01,3.582471129346732e-03,2.203617018295642e-04,5.027665498772952e-03,2.171875321992847e-04,0.000000000000000e+00,4.634308883511002e-06
3.035762332940098e+01,3.790353218420841e-03,2.146785929093460e-04,5.498022341565592e-03,2.186170902342144e-04,0.000000000000000e+00,4.617446735958669e-06
3.092315519825629e+01,4.002600434570987e-03,2.091183575003394e-04,5.613361208902809e-03,2.197956783903378e-04,0.000000000000000e+00,4.600965300475363e-06
3.149922235477957e+01,4.218309704302817e-03,2.036786419487835e-04,6.098729693593611e-03,2.208504300227201e-04,0.000000000000000e+00,4.584858642220522e-06
3.208602106074200e+01,4.436628558314266e-03,1.983571678833588e-04,6.217096369643084e-03,2.219585757513368e-04,0.000000000000000e+00,4.569120920406848e-06
3.268375123407341e+01,4.656696322476798e-03,1.931516710201059e-04,6.718016754466221e-03,2.229060327603704e-04,0.000000000000000e+00,4.553746255137222e-06
3.329261651697275e+01,4.877643951933569e-03,1.880599527057616e-04,6.837709294013088e-03,2.237304747199079e-04,0.000000000000000e+00,4.538728875780460e-06
3.391282434528756e+01,5.098508418286975e-03,1.830798417534367e-04,6.957364141753337e-03,2.245355850669298e-04,0.000000000000000e+00,4.524063189752435e-06
3.454458601918572e+01,5.318358872894753e-03,1.782092151541302e-04,7.469327812862622e-03,2.251439271852122e-04,0.000000000000000e+00,4.509743878754116e-06
3.518811677514390e+01,5.536524021133072e-03,1.734459489367888e-04,7.587584882915419e-03,2.256470803068828e-04,0.000000000000000e+00,4.495763361766666e-06
3.584363585927699e+01,5.752307881910309e-03,1.687879966007077e-04,8.110940712720708e-03,2.261815649294639e-04,0.000000000000000e+00,4.482116826637029e-06
3.651136660203359e+01,5.965279088075884e-03,1.642333383285514e-04,8.226388701916125e-03,2.265894434577490e-04,0.000000000000000e+00,4.468797062801906e-06
3.719153649428308e+01,6.174762973736514e-03,1.597800102571401e-04,8.340016267299790e-03,2.269029277509871e-04,0.000000000000000e+00,4.455797659597065e-06
3.788437726482002e+01,6.380495252616473e-03,1.554260434574124e-04,8.872463753342474e-03,2.272261264666996e-04,0.000000000000000e+00,4.443112281054949e-06
3.859012495931242e+01,6.581753652457174e-03,1.511695316879573e-04,8.981616991398478e-03,2.275581547121887e-04,0.000000000000000e+00,4.430734663348680e-06
3.930902002072072e+01,6.778187546713797e-03,1.470085681750881e-04,9.088175303925361e-03,2.278135617914121e-04,0.000000000000000e+00,4.418658762773591e-06
4.004130737121496e+01,6.969506173679276e-03,1.429413464500376e-04,9.625252746830912e-03,2.279270101942799e-04,0.000000000000000e+00,4.406878595988745e-06
4.078723649561785e+01,7.155400862734038e-03,1.389660400071953e-04,9.726095922130364e-03,2.280282737287420e-04,0.000000000000000e+00,4.395388315300753e-06
4.154706152640248e+01,7.335374234363153e-03,1.350808627818254e-04,9.823780586921637e-03,2.281350324508154e-04,0.000000000000000e+00,4.384182133768896e-06
4.232104133027327e+01,7.509468267591851e-03,1.312840637294513e-04,1.036569357022174e-02,2.282346429686468e-04,0.000000000000000e+00,4.373254463481989e-06
4.310943959635995e+01,7.677226886202362e-03,1.275739082767698e-04,1.045670479633966e-02,2.282269598711692e-04,0.000000000000000e+00,4.362599769716390e-06
4.391252492605448e+01,7.838636474743034e-03,1.239487738713860e-04,1.054428763696229e-02,2.281688540467907e-04,0.000000000000000e+00,4.352212706600176e-06
